model_name,sample_size,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch,train_peak_memory_gb,eval_in_loss,eval_in_accuracy,eval_in_runtime,eval_in_samples_per_second,eval_in_steps_per_second,eval_in_peak_memory_gb,eval_out_loss,eval_out_accuracy,eval_out_runtime,eval_out_samples_per_second,eval_out_steps_per_second,eval_out_peak_memory_gb,finetuning_method
opt-350m,16,175.0967,3.655,1.828,597203122913280.0,0.7181582871126011,40.0,3.951846122741699,1.0451923608779907,0.52,4.4804,11.16,5.58,1.5269207954406738,0.808504581451416,0.52,4.4444,11.25,5.625,1.5269207954406738,fewshot_lora
opt-350m,16,175.4274,3.648,1.824,597203122913280.0,0.9048312320373952,40.0,3.950869560241699,0.8553858995437622,0.4,4.5102,11.086,5.543,1.5259442329406738,0.7195879220962524,0.56,4.5985,10.873,5.437,1.5259442329406738,fewshot_lora
opt-350m,16,176.3728,3.629,1.814,597203122913280.0,0.8250088006956503,40.0,3.951846122741699,0.9881778955459596,0.54,4.4871,11.143,5.571,1.5269207954406738,0.7286532521247864,0.58,4.5176,11.068,5.534,1.5269207954406738,fewshot_lora
opt-125m,16,,,,,,,,0.7700204372406005,0.5,4.3980677127838135,11.368628967368004,,5.893546581268311,0.6819746541976929,0.54,3.620323657989502,13.81091988547975,,5.893546581268311,context_distillation
opt-125m,4096,,,,,,,,0.7859975439310074,0.42,4.012048244476318,12.462462301852597,,5.892781734466553,0.6923654967546463,0.5,3.583378553390503,13.953312287559251,,5.892781734466553,context_distillation
opt-350m,16,,,,,,,,0.8132616430521011,0.5,76.13109803199768,0.6567618396753603,,11.385769844055176,0.7732616442441941,0.54,73.93164873123169,0.6763003511766402,,11.385121822357178,context_distillation
opt-350m,4096,,,,,,,,0.72320441365242,0.56,103.74213314056396,0.4819642558559422,,11.389501094818115,0.6931471824645996,0.46,103.47004747390748,0.4832316329284447,,11.389501094818115,context_distillation
opt-125m,16,,,,,,,,0.8112501966953277,0.48,16.656514883041382,3.001828434764997,,5.419967174530029,0.7444341737031936,0.54,13.07782530784607,3.823265628881156,,5.419967174530029,recursive_context_distillation
opt-125m,4096,,,,,,,,0.8132616430521011,0.5,9.656738996505736,5.177731325045893,,5.422042369842529,0.7732616442441941,0.54,6.860638856887817,7.287951026572682,,5.422042369842529,recursive_context_distillation
opt-350m,16,,,,,,,,0.8132616430521011,0.5,57.85215163230896,0.8642720899610632,,10.152486324310305,0.7732616442441941,0.54,51.2844500541687,0.9749543954783172,,10.152486324310305,recursive_context_distillation
opt-350m,4096,,,,,,,,0.8132616430521011,0.5,70.83691620826721,0.705846649972668,,10.152455806732178,0.7732616442441941,0.54,66.07695960998535,0.7566934116690828,,10.152455806732178,recursive_context_distillation
